Time,	LatentMB,	InfectiousMB,	InfectiousIdentifiedMB,	InfectiousUnderTreatmeanMB,	InfectiousNotCuredMB,	TotalInfectiousMB,	RecoveredLatentMB,	RelapseMB
0,	1.020000,	0.400000,	0.030000,	1.360000,	0.060000,	0.490000,	0.060000,	0.000000
1,	0.380000,	0.810000,	0.000000,	0.000000,	0.000000,	0.810000,	0.000000,	0.000000
2,	0.790000,	0.730000,	0.000000,	0.000000,	0.000000,	0.730000,	0.000000,	0.000000
3,	1.120000,	0.670000,	0.000000,	0.000000,	0.000000,	0.670000,	0.000000,	0.000000
4,	0.090000,	1.870000,	0.000000,	0.000000,	0.000000,	1.870000,	0.000000,	0.000000
5,	0.200000,	2.270000,	0.000000,	0.000000,	0.000000,	2.270000,	0.000000,	0.000000
6,	0.370000,	2.610000,	0.000000,	0.000000,	0.000000,	2.610000,	0.000000,	0.000000
7,	0.370000,	3.400000,	0.000000,	0.000000,	0.000000,	3.400000,	0.000000,	0.000000
8,	0.490000,	4.010000,	0.000000,	0.000000,	0.000000,	4.010000,	0.000000,	0.000000
9,	0.670000,	4.510000,	0.000000,	0.000000,	0.000000,	4.510000,	0.000000,	0.000000
10,	0.810000,	4.930000,	0.000000,	0.000000,	0.000000,	4.930000,	0.000000,	0.000000
11,	0.920000,	5.820000,	0.000000,	0.000000,	0.000000,	5.820000,	0.000000,	0.000000
12,	0.920000,	6.640000,	0.000000,	0.000000,	0.000000,	6.640000,	0.000000,	0.000000
13,	1.000000,	7.490000,	0.000000,	0.000000,	0.000000,	7.490000,	0.000000,	0.000000
14,	1.170000,	8.240000,	0.000000,	0.000000,	0.000000,	8.240000,	0.000000,	0.000000
15,	1.370000,	9.160000,	0.000000,	0.000000,	0.000000,	9.160000,	0.000000,	0.000000
16,	1.530000,	10.510000,	0.000000,	0.000000,	0.000000,	10.510000,	0.000000,	0.000000
17,	1.930000,	11.390000,	0.000000,	0.000000,	0.000000,	11.390000,	0.000000,	0.000000
18,	2.200000,	12.180000,	0.000000,	0.000000,	0.000000,	12.180000,	0.000000,	0.000000
19,	2.270000,	13.650000,	0.000000,	0.000000,	0.000000,	13.650000,	0.000000,	0.000000
20,	2.530000,	15.090000,	0.000000,	0.000000,	0.000000,	15.090000,	0.000000,	0.000000
21,	2.800000,	16.290001,	0.000000,	0.000000,	0.000000,	16.290001,	0.000000,	0.000000
22,	3.020000,	17.770000,	0.000000,	0.000000,	0.000000,	17.770000,	0.000000,	0.000000
23,	3.390000,	18.920000,	0.000000,	0.000000,	0.000000,	18.920000,	0.000000,	0.000000
